perfil_id,Student_ID,Major_Category,Year_of_Study,Year_Encoded,Prompt_Engineering_Skill,Prompt_Skill_Encoded
109597,109597,Humanities,Freshman,1,Beginner,1
109598,109598,Humanities,Junior,3,Intermediate,2
109599,109599,STEM,Sophomore,2,Intermediate,2
109600,109600,Humanities,Graduate,5,Advanced,3
109601,109601,STEM,Sophomore,2,Intermediate,2
109602,109602,Arts,Graduate,5,Advanced,3
109603,109603,STEM,Freshman,1,Advanced,3
109604,109604,STEM,Sophomore,2,Advanced,3
109605,109605,Business,Senior,4,Intermediate,2
109606,109606,Arts,Freshman,1,Beginner,1
109607,109607,Arts,Graduate,5,Advanced,3
109608,109608,Humanities,Freshman,1,Beginner,1
109609,109609,STEM,Graduate,5,Beginner,1
109610,109610,Business,Graduate,5,Advanced,3
109611,109611,Business,Senior,4,Beginner,1
109612,109612,STEM,Sophomore,2,Intermediate,2
109613,109613,Medical,Junior,3,Advanced,3
109614,109614,STEM,Junior,3,Beginner,1
109615,109615,Medical,Graduate,5,Advanced,3
109616,109616,Arts,Freshman,1,Beginner,1
109617,109617,Business,Sophomore,2,Advanced,3
109618,109618,Medical,Graduate,5,Beginner,1
109619,109619,Business,Sophomore,2,Intermediate,2
109620,109620,STEM,Sophomore,2,Advanced,3
109621,109621,Humanities,Junior,3,Intermediate,2
109622,109622,STEM,Graduate,5,Intermediate,2
109623,109623,Humanities,Sophomore,2,Beginner,1
109624,109624,Business,Graduate,5,Intermediate,2
109625,109625,Humanities,Sophomore,2,Advanced,3
109626,109626,Humanities,Senior,4,Advanced,3
109627,109627,Business,Sophomore,2,Intermediate,2
109628,109628,Medical,Freshman,1,Intermediate,2
109629,109629,STEM,Senior,4,Beginner,1
109630,109630,Humanities,Junior,3,Intermediate,2
109631,109631,STEM,Sophomore,2,Intermediate,2
109632,109632,Business,Junior,3,Advanced,3
109633,109633,STEM,Junior,3,Intermediate,2
109634,109634,Business,Sophomore,2,Beginner,1
109635,109635,STEM,Sophomore,2,Beginner,1
109636,109636,STEM,Junior,3,Advanced,3
109637,109637,Medical,Freshman,1,Intermediate,2
109638,109638,STEM,Senior,4,Advanced,3
109639,109639,Humanities,Senior,4,Beginner,1
109640,109640,STEM,Senior,4,Intermediate,2
109641,109641,Humanities,Junior,3,Beginner,1
109642,109642,Business,Junior,3,Beginner,1
109643,109643,Humanities,Freshman,1,Beginner,1
109644,109644,STEM,Graduate,5,Advanced,3
109645,109645,Humanities,Junior,3,Intermediate,2
109646,109646,Business,Sophomore,2,Beginner,1
109647,109647,Arts,Sophomore,2,Advanced,3
109648,109648,Business,Senior,4,Beginner,1
109649,109649,Business,Junior,3,Intermediate,2
109650,109650,STEM,Freshman,1,Intermediate,2
109651,109651,STEM,Sophomore,2,Beginner,1
109652,109652,STEM,Senior,4,Intermediate,2
109653,109653,STEM,Sophomore,2,Advanced,3
109654,109654,STEM,Junior,3,Intermediate,2
109655,109655,Business,Sophomore,2,Intermediate,2
109656,109656,Business,Freshman,1,Beginner,1
109657,109657,Medical,Sophomore,2,Advanced,3
109658,109658,STEM,Senior,4,Intermediate,2
109659,109659,Business,Freshman,1,Advanced,3
109660,109660,Arts,Senior,4,Beginner,1
109661,109661,Business,Senior,4,Beginner,1
109662,109662,STEM,Junior,3,Advanced,3
109663,109663,STEM,Graduate,5,Intermediate,2
109664,109664,STEM,Graduate,5,Intermediate,2
109665,109665,Humanities,Junior,3,Intermediate,2
109666,109666,Business,Junior,3,Beginner,1
109667,109667,STEM,Sophomore,2,Advanced,3
109668,109668,STEM,Graduate,5,Beginner,1
109669,109669,Business,Graduate,5,Beginner,1
109670,109670,Arts,Senior,4,Beginner,1
109671,109671,Humanities,Freshman,1,Intermediate,2
109672,109672,Business,Senior,4,Advanced,3
109673,109673,Humanities,Sophomore,2,Beginner,1
109674,109674,STEM,Freshman,1,Advanced,3
109675,109675,Humanities,Senior,4,Beginner,1
109676,109676,Business,Graduate,5,Beginner,1
109677,109677,Medical,Freshman,1,Intermediate,2
109678,109678,STEM,Freshman,1,Intermediate,2
109679,109679,Business,Freshman,1,Intermediate,2
109680,109680,Humanities,Graduate,5,Beginner,1
109681,109681,Business,Senior,4,Intermediate,2
109682,109682,STEM,Senior,4,Advanced,3
109683,109683,Humanities,Junior,3,Advanced,3
109684,109684,Arts,Junior,3,Intermediate,2
109685,109685,Business,Sophomore,2,Beginner,1
109686,109686,Humanities,Freshman,1,Intermediate,2
109687,109687,STEM,Senior,4,Advanced,3
109688,109688,STEM,Junior,3,Beginner,1
109689,109689,Humanities,Sophomore,2,Beginner,1
109690,109690,Arts,Junior,3,Intermediate,2
109691,109691,Medical,Freshman,1,Beginner,1
109692,109692,Humanities,Junior,3,Beginner,1
109693,109693,Humanities,Freshman,1,Beginner,1
109694,109694,Arts,Senior,4,Intermediate,2
109695,109695,Humanities,Sophomore,2,Beginner,1
109696,109696,Business,Junior,3,Advanced,3
109697,109697,STEM,Senior,4,Intermediate,2
109698,109698,Business,Senior,4,Intermediate,2
109699,109699,Business,Sophomore,2,Advanced,3
109700,109700,Arts,Freshman,1,Advanced,3
109701,109701,Arts,Graduate,5,Intermediate,2
109702,109702,STEM,Freshman,1,Advanced,3
109703,109703,Business,Senior,4,Intermediate,2
109704,109704,Arts,Graduate,5,Intermediate,2
109705,109705,Humanities,Sophomore,2,Beginner,1
109706,109706,STEM,Freshman,1,Advanced,3
109707,109707,STEM,Sophomore,2,Advanced,3
109708,109708,Humanities,Sophomore,2,Advanced,3
109709,109709,Humanities,Junior,3,Intermediate,2
109710,109710,Business,Junior,3,Intermediate,2
109711,109711,STEM,Senior,4,Intermediate,2
109712,109712,Arts,Graduate,5,Beginner,1
109713,109713,STEM,Junior,3,Advanced,3
109714,109714,STEM,Senior,4,Advanced,3
109715,109715,Humanities,Freshman,1,Beginner,1
109716,109716,Humanities,Sophomore,2,Intermediate,2
109717,109717,STEM,Freshman,1,Advanced,3
109718,109718,STEM,Senior,4,Advanced,3
109719,109719,STEM,Graduate,5,Beginner,1
109720,109720,Business,Graduate,5,Beginner,1
109721,109721,Arts,Sophomore,2,Intermediate,2
109722,109722,Humanities,Sophomore,2,Intermediate,2
109723,109723,Business,Sophomore,2,Intermediate,2
109724,109724,Business,Sophomore,2,Beginner,1
109725,109725,STEM,Freshman,1,Intermediate,2
109726,109726,Medical,Freshman,1,Intermediate,2
109727,109727,Arts,Freshman,1,Beginner,1
109728,109728,STEM,Freshman,1,Beginner,1
109729,109729,STEM,Freshman,1,Beginner,1
109730,109730,STEM,Senior,4,Advanced,3
109731,109731,STEM,Junior,3,Advanced,3
109732,109732,Business,Graduate,5,Intermediate,2
109733,109733,Humanities,Sophomore,2,Advanced,3
109734,109734,Arts,Junior,3,Beginner,1
109735,109735,Business,Freshman,1,Intermediate,2
109736,109736,Business,Freshman,1,Intermediate,2
109737,109737,Business,Senior,4,Intermediate,2
109738,109738,STEM,Sophomore,2,Beginner,1
109739,109739,Humanities,Senior,4,Beginner,1
109740,109740,Business,Senior,4,Intermediate,2
109741,109741,STEM,Senior,4,Intermediate,2
109742,109742,STEM,Senior,4,Beginner,1
109743,109743,Arts,Senior,4,Advanced,3
109744,109744,Business,Junior,3,Intermediate,2
109745,109745,STEM,Senior,4,Beginner,1
109746,109746,Business,Junior,3,Advanced,3
109747,109747,Arts,Freshman,1,Beginner,1
109748,109748,Humanities,Freshman,1,Advanced,3
109749,109749,STEM,Sophomore,2,Intermediate,2
109750,109750,Medical,Freshman,1,Beginner,1
109751,109751,Humanities,Graduate,5,Intermediate,2
109752,109752,STEM,Sophomore,2,Advanced,3
109753,109753,Humanities,Freshman,1,Intermediate,2
109754,109754,Arts,Junior,3,Beginner,1
109755,109755,STEM,Senior,4,Intermediate,2
109756,109756,STEM,Sophomore,2,Intermediate,2
109757,109757,STEM,Sophomore,2,Beginner,1
109758,109758,Medical,Junior,3,Beginner,1
109759,109759,STEM,Junior,3,Intermediate,2
109760,109760,Business,Senior,4,Intermediate,2
109761,109761,Medical,Senior,4,Beginner,1
109762,109762,STEM,Senior,4,Intermediate,2
109763,109763,Medical,Freshman,1,Beginner,1
109764,109764,Medical,Freshman,1,Advanced,3
109765,109765,Medical,Graduate,5,Intermediate,2
109766,109766,STEM,Sophomore,2,Beginner,1
109767,109767,Business,Sophomore,2,Advanced,3
109768,109768,Arts,Senior,4,Beginner,1
109769,109769,Medical,Junior,3,Intermediate,2
109770,109770,STEM,Junior,3,Advanced,3
109771,109771,Arts,Freshman,1,Beginner,1
109772,109772,Humanities,Freshman,1,Beginner,1
109773,109773,STEM,Senior,4,Advanced,3
109774,109774,Humanities,Freshman,1,Beginner,1
109775,109775,Arts,Junior,3,Beginner,1
109776,109776,Humanities,Senior,4,Beginner,1
109777,109777,Business,Graduate,5,Intermediate,2
109778,109778,Medical,Graduate,5,Advanced,3
109779,109779,Humanities,Graduate,5,Advanced,3
109780,109780,Business,Sophomore,2,Beginner,1
109781,109781,Humanities,Graduate,5,Intermediate,2
109782,109782,Humanities,Senior,4,Intermediate,2
109783,109783,Business,Graduate,5,Advanced,3
109784,109784,Medical,Freshman,1,Intermediate,2
109785,109785,Business,Freshman,1,Intermediate,2
109786,109786,Arts,Junior,3,Advanced,3
109787,109787,STEM,Senior,4,Intermediate,2
109788,109788,STEM,Sophomore,2,Beginner,1
109789,109789,Business,Graduate,5,Intermediate,2
109790,109790,STEM,Sophomore,2,Advanced,3
109791,109791,STEM,Freshman,1,Advanced,3
109792,109792,Business,Senior,4,Beginner,1
109793,109793,STEM,Junior,3,Intermediate,2
109794,109794,STEM,Junior,3,Advanced,3
109795,109795,Business,Senior,4,Advanced,3
109796,109796,Business,Senior,4,Advanced,3
109797,109797,Medical,Sophomore,2,Beginner,1
109798,109798,Business,Senior,4,Intermediate,2
109799,109799,Humanities,Sophomore,2,Advanced,3
109800,109800,Medical,Junior,3,Intermediate,2
109801,109801,Arts,Freshman,1,Intermediate,2
109802,109802,STEM,Sophomore,2,Advanced,3
109803,109803,STEM,Junior,3,Advanced,3
109804,109804,Business,Sophomore,2,Intermediate,2
109805,109805,Business,Freshman,1,Advanced,3
109806,109806,Arts,Junior,3,Advanced,3
109807,109807,Business,Junior,3,Intermediate,2
109808,109808,Business,Freshman,1,Intermediate,2
109809,109809,Medical,Freshman,1,Intermediate,2
109810,109810,Business,Freshman,1,Intermediate,2
109811,109811,STEM,Freshman,1,Beginner,1
109812,109812,Arts,Sophomore,2,Beginner,1
109813,109813,STEM,Freshman,1,Intermediate,2
109814,109814,Arts,Graduate,5,Advanced,3
109815,109815,Medical,Freshman,1,Advanced,3
109816,109816,Business,Freshman,1,Beginner,1
109817,109817,Business,Sophomore,2,Beginner,1
109818,109818,Humanities,Freshman,1,Beginner,1
109819,109819,Humanities,Freshman,1,Beginner,1
109820,109820,Humanities,Senior,4,Advanced,3
109821,109821,Business,Junior,3,Intermediate,2
109822,109822,Arts,Freshman,1,Intermediate,2
109823,109823,Business,Junior,3,Intermediate,2
109824,109824,STEM,Freshman,1,Beginner,1
109825,109825,Humanities,Sophomore,2,Beginner,1
109826,109826,Arts,Sophomore,2,Beginner,1
109827,109827,Humanities,Senior,4,Beginner,1
109828,109828,Business,Senior,4,Intermediate,2
109829,109829,Arts,Graduate,5,Intermediate,2
109830,109830,Business,Freshman,1,Advanced,3
109831,109831,Humanities,Junior,3,Advanced,3
109832,109832,Medical,Freshman,1,Intermediate,2
109833,109833,STEM,Senior,4,Intermediate,2
109834,109834,Medical,Sophomore,2,Beginner,1
109835,109835,STEM,Freshman,1,Intermediate,2
109836,109836,STEM,Sophomore,2,Intermediate,2
109837,109837,Medical,Sophomore,2,Intermediate,2
109838,109838,STEM,Senior,4,Beginner,1
109839,109839,Business,Freshman,1,Intermediate,2
109840,109840,Arts,Junior,3,Intermediate,2
109841,109841,Arts,Senior,4,Intermediate,2
109842,109842,Medical,Senior,4,Beginner,1
109843,109843,STEM,Graduate,5,Advanced,3
109844,109844,Business,Freshman,1,Beginner,1
109845,109845,STEM,Sophomore,2,Intermediate,2
109846,109846,Humanities,Sophomore,2,Advanced,3
109847,109847,Arts,Freshman,1,Beginner,1
109848,109848,Humanities,Senior,4,Beginner,1
109849,109849,Business,Senior,4,Intermediate,2
109850,109850,Business,Junior,3,Beginner,1
109851,109851,Business,Sophomore,2,Intermediate,2
109852,109852,Medical,Graduate,5,Beginner,1
109853,109853,STEM,Sophomore,2,Beginner,1
109854,109854,Business,Sophomore,2,Advanced,3
109855,109855,Arts,Graduate,5,Advanced,3
109856,109856,Humanities,Freshman,1,Advanced,3
109857,109857,STEM,Senior,4,Advanced,3
109858,109858,Business,Senior,4,Advanced,3
109859,109859,Humanities,Graduate,5,Beginner,1
109860,109860,STEM,Freshman,1,Intermediate,2
109861,109861,Arts,Graduate,5,Advanced,3
109862,109862,Business,Freshman,1,Beginner,1
109863,109863,Medical,Sophomore,2,Beginner,1
109864,109864,Arts,Freshman,1,Beginner,1
109865,109865,Business,Freshman,1,Intermediate,2
109866,109866,STEM,Graduate,5,Intermediate,2
109867,109867,Humanities,Senior,4,Advanced,3
109868,109868,STEM,Junior,3,Advanced,3
109869,109869,Medical,Freshman,1,Intermediate,2
109870,109870,STEM,Junior,3,Advanced,3
109871,109871,STEM,Sophomore,2,Advanced,3
109872,109872,Business,Sophomore,2,Intermediate,2
109873,109873,STEM,Junior,3,Beginner,1
109874,109874,STEM,Senior,4,Advanced,3
109875,109875,Business,Junior,3,Advanced,3
109876,109876,STEM,Junior,3,Intermediate,2
109877,109877,STEM,Senior,4,Beginner,1
109878,109878,Humanities,Freshman,1,Advanced,3
109879,109879,Business,Senior,4,Beginner,1
109880,109880,Business,Senior,4,Beginner,1
109881,109881,Humanities,Junior,3,Beginner,1
109882,109882,Business,Freshman,1,Intermediate,2
109883,109883,Humanities,Junior,3,Advanced,3
109884,109884,Medical,Freshman,1,Advanced,3
109885,109885,STEM,Senior,4,Advanced,3
109886,109886,Business,Sophomore,2,Intermediate,2
109887,109887,Medical,Sophomore,2,Advanced,3
109888,109888,Arts,Graduate,5,Intermediate,2
109889,109889,STEM,Junior,3,Intermediate,2
109890,109890,STEM,Senior,4,Intermediate,2
109891,109891,Business,Junior,3,Advanced,3
109892,109892,STEM,Sophomore,2,Intermediate,2
109893,109893,Arts,Freshman,1,Beginner,1
109894,109894,Business,Senior,4,Advanced,3
109895,109895,Business,Senior,4,Advanced,3
109896,109896,STEM,Freshman,1,Advanced,3
109897,109897,Business,Sophomore,2,Intermediate,2
109898,109898,Business,Senior,4,Intermediate,2
109899,109899,Arts,Graduate,5,Beginner,1
109900,109900,STEM,Senior,4,Beginner,1
109901,109901,STEM,Senior,4,Beginner,1
109902,109902,Humanities,Graduate,5,Beginner,1
109903,109903,STEM,Sophomore,2,Intermediate,2
109904,109904,Business,Freshman,1,Beginner,1
109905,109905,Medical,Sophomore,2,Beginner,1
109906,109906,Humanities,Graduate,5,Advanced,3
109907,109907,Arts,Graduate,5,Beginner,1
109908,109908,STEM,Freshman,1,Beginner,1
109909,109909,STEM,Junior,3,Advanced,3
109910,109910,STEM,Freshman,1,Intermediate,2
109911,109911,Humanities,Senior,4,Beginner,1
109912,109912,Medical,Sophomore,2,Beginner,1
109913,109913,STEM,Graduate,5,Intermediate,2
109914,109914,Business,Freshman,1,Intermediate,2
109915,109915,Humanities,Senior,4,Intermediate,2
109916,109916,Medical,Sophomore,2,Beginner,1
109917,109917,STEM,Sophomore,2,Advanced,3
109918,109918,STEM,Junior,3,Beginner,1
109919,109919,STEM,Junior,3,Intermediate,2
109920,109920,Humanities,Sophomore,2,Beginner,1
109921,109921,STEM,Senior,4,Beginner,1
109922,109922,Arts,Senior,4,Intermediate,2
109923,109923,Business,Freshman,1,Beginner,1
109924,109924,Business,Junior,3,Beginner,1
109925,109925,Business,Senior,4,Intermediate,2
109926,109926,STEM,Freshman,1,Intermediate,2
109927,109927,Humanities,Senior,4,Advanced,3
109928,109928,Medical,Senior,4,Intermediate,2
109929,109929,Arts,Senior,4,Advanced,3
109930,109930,Medical,Freshman,1,Beginner,1
109931,109931,Arts,Senior,4,Beginner,1
109932,109932,STEM,Senior,4,Intermediate,2
109933,109933,STEM,Sophomore,2,Beginner,1
109934,109934,STEM,Junior,3,Intermediate,2
109935,109935,Humanities,Sophomore,2,Beginner,1
109936,109936,STEM,Sophomore,2,Advanced,3
109937,109937,Humanities,Junior,3,Intermediate,2
109938,109938,Business,Freshman,1,Beginner,1
109939,109939,Medical,Sophomore,2,Beginner,1
109940,109940,Business,Sophomore,2,Advanced,3
109941,109941,Medical,Sophomore,2,Beginner,1
109942,109942,STEM,Junior,3,Beginner,1
109943,109943,STEM,Senior,4,Beginner,1
109944,109944,Business,Sophomore,2,Intermediate,2
109945,109945,STEM,Senior,4,Intermediate,2
109946,109946,STEM,Sophomore,2,Intermediate,2
109947,109947,Humanities,Freshman,1,Intermediate,2
109948,109948,STEM,Graduate,5,Advanced,3
109949,109949,Business,Junior,3,Advanced,3
109950,109950,Humanities,Freshman,1,Beginner,1
109951,109951,Business,Junior,3,Beginner,1
109952,109952,Business,Freshman,1,Advanced,3
109953,109953,Humanities,Graduate,5,Beginner,1
109954,109954,STEM,Sophomore,2,Beginner,1
109955,109955,STEM,Senior,4,Advanced,3
109956,109956,Humanities,Freshman,1,Beginner,1
109957,109957,Business,Junior,3,Advanced,3
109958,109958,Arts,Graduate,5,Advanced,3
109959,109959,Business,Sophomore,2,Advanced,3
109960,109960,STEM,Freshman,1,Intermediate,2
109961,109961,Business,Junior,3,Beginner,1
109962,109962,Business,Freshman,1,Advanced,3
109963,109963,Humanities,Senior,4,Intermediate,2
109964,109964,Business,Junior,3,Advanced,3
109965,109965,Humanities,Sophomore,2,Beginner,1
109966,109966,Business,Senior,4,Intermediate,2
109967,109967,Business,Sophomore,2,Intermediate,2
109968,109968,STEM,Graduate,5,Advanced,3
109969,109969,Business,Sophomore,2,Intermediate,2
109970,109970,STEM,Senior,4,Advanced,3
109971,109971,STEM,Sophomore,2,Intermediate,2
109972,109972,Medical,Senior,4,Advanced,3
109973,109973,Medical,Freshman,1,Beginner,1
109974,109974,STEM,Sophomore,2,Intermediate,2
109975,109975,Humanities,Freshman,1,Intermediate,2
109976,109976,STEM,Junior,3,Beginner,1
109977,109977,Humanities,Junior,3,Beginner,1
109978,109978,Arts,Sophomore,2,Advanced,3
109979,109979,Medical,Graduate,5,Advanced,3
109980,109980,Business,Sophomore,2,Advanced,3
109981,109981,Humanities,Senior,4,Beginner,1
109982,109982,Business,Junior,3,Beginner,1
109983,109983,Humanities,Sophomore,2,Advanced,3
109984,109984,Medical,Freshman,1,Beginner,1
109985,109985,Medical,Junior,3,Advanced,3
109986,109986,Business,Sophomore,2,Beginner,1
109987,109987,Humanities,Senior,4,Advanced,3
109988,109988,STEM,Graduate,5,Intermediate,2
109989,109989,STEM,Sophomore,2,Beginner,1
109990,109990,Arts,Freshman,1,Intermediate,2
109991,109991,Humanities,Sophomore,2,Advanced,3
109992,109992,Humanities,Junior,3,Beginner,1
109993,109993,Humanities,Sophomore,2,Beginner,1
109994,109994,Arts,Graduate,5,Beginner,1
109995,109995,STEM,Senior,4,Intermediate,2
109996,109996,Arts,Graduate,5,Advanced,3
109997,109997,Medical,Sophomore,2,Intermediate,2
109998,109998,Medical,Sophomore,2,Beginner,1
109999,109999,Humanities,Sophomore,2,Advanced,3
110000,110000,STEM,Junior,3,Intermediate,2
110001,110001,Humanities,Senior,4,Advanced,3
110002,110002,Humanities,Graduate,5,Intermediate,2
110003,110003,STEM,Junior,3,Advanced,3
110004,110004,Business,Sophomore,2,Advanced,3
110005,110005,Humanities,Sophomore,2,Beginner,1
110006,110006,Arts,Senior,4,Intermediate,2
110007,110007,STEM,Junior,3,Intermediate,2
110008,110008,Business,Junior,3,Beginner,1
110009,110009,Arts,Freshman,1,Advanced,3
110010,110010,Arts,Graduate,5,Advanced,3
110011,110011,Medical,Senior,4,Intermediate,2
110012,110012,Business,Freshman,1,Intermediate,2
110013,110013,Medical,Sophomore,2,Intermediate,2
110014,110014,Humanities,Junior,3,Advanced,3
110015,110015,Business,Junior,3,Intermediate,2
110016,110016,STEM,Sophomore,2,Beginner,1
110017,110017,STEM,Senior,4,Intermediate,2
110018,110018,STEM,Freshman,1,Intermediate,2
110019,110019,STEM,Junior,3,Advanced,3
110020,110020,STEM,Sophomore,2,Advanced,3
110021,110021,STEM,Freshman,1,Advanced,3
110022,110022,STEM,Junior,3,Intermediate,2
110023,110023,Medical,Freshman,1,Advanced,3
110024,110024,STEM,Sophomore,2,Intermediate,2
110025,110025,Business,Junior,3,Advanced,3
110026,110026,STEM,Graduate,5,Beginner,1
110027,110027,Medical,Senior,4,Intermediate,2
110028,110028,Medical,Sophomore,2,Intermediate,2
110029,110029,Business,Sophomore,2,Beginner,1
110030,110030,Business,Sophomore,2,Beginner,1
110031,110031,STEM,Freshman,1,Intermediate,2
